縣市代碼,專用標識編號,旅館名稱,電話或手機號碼,營業地址,客房最低定價,客房最高定價,房間數
63000,臺北市旅館127號,璞漣商務旅館臺北車站店,(02)25592662,103臺北市大同區華陰街46號3樓,6000,15000,43
63000,臺北市旅館130號,一等好旅店,(02)27609255,"105臺北市松山區八德路四段624巷2號B1-1樓,4號2-6樓",1500,6000,32
63000,臺北市旅館131號,承攜行旅台北重慶館,(02)25580551,103臺北市大同區重慶北路一段62號1、4至10樓,7200,18000,168
63000,臺北市旅館132號,賓王大飯店,(02)25555182,103臺北市大同區南京西路163號3至4樓,5500,15000,53
63000,臺北市旅館135號,雲富大飯店,(02)25316767,104臺北市中山區長春路24號2樓至8樓,10000,36000,55
63000,臺北市旅館137號,柯達大飯店台北二店,(02)25255555,104臺北市中山區中山北路二段139號,1000,20000,87
63000,臺北市旅館138號,凱微精品旅館,(02)25426879,104臺北市中山區林森北路381號9-10樓,3980,5000,28
63000,臺北市旅館140號,五月家青旅台大館,(02)23652284,116臺北市文山區羅斯福路四段208號1-2樓,1000,3600,13
63000,臺北市旅館141號,欣和大旅社,(02)23660105,106臺北市大安區羅斯福路2段75-1號2-6樓,1100,2400,38
63000,臺北市旅館144號,幸福大旅社,(02)23716808,108臺北市萬華區內江街55巷26號1-4樓,3500,4500,22
63000,臺北市旅館145號,夜光商旅,(02)23815059,108臺北市萬華區內江街55巷11號1至4樓、13號2至4樓,2000,4200,16
63000,臺北市旅館146號,瑾旅南西,(02)25593232,103臺北市大同區南京西路151號6至12樓,8280,11160,45
63000,臺北市旅館147號,囍閱文創旅店,(02)23886235,108臺北市萬華區長沙街二段11號10樓,6200,9000,20
63000,臺北市旅館148號,馥悅溫泉酒店,(02)28969798,112臺北市北投區中山路26號1-5樓,11000,11000,44
63000,臺北市旅館152號,苓旅站前,(02)23814755、 0907-551203,100臺北市中正區忠孝西路一段72號4樓,1280,11180,35
63000,臺北市旅館153號,欣欣時尚旅店松山站,(02)27688832,105臺北市松山區八德路四段453巷12號8-9樓,7000,12000,32
63000,臺北市旅館154號,宏洲旅社,(02)23319841,108臺北市萬華區漢中街4號1-7樓,12000,12000,28
63000,臺北市旅館155號,欣欣時尚旅店,(02)23112898,108臺北市萬華區昆明街34號4樓,7000,12000,13
63000,臺北市旅館156號,水都溫泉會館,(02)28979060,112臺北市北投區光明路283號,3300,6000,33
63000,臺北市旅館158號,台北國際飯店,(02)66085999,104臺北市中山區南京東路一段66號3樓至10樓,6600,11800,85
63000,臺北市旅館159號,長榮桂冠酒店 (台北),(02)25019988,104臺北市中山區松江路63號,11500,68000,95
63000,臺北市旅館163號,瑞華旅社,(02)27413147,106臺北市大安區忠孝東路四段235號4-5樓,4300,4300,20
63000,臺北市旅館166號,樂爾公寓,(02)25850006,103臺北市大同區延平北路三段4號6樓、6樓之1,8000,15000,20
63000,臺北市旅館168號,台北馥敦飯店復南館,(02)27031234,106臺北市大安區復興南路二段41號,2800,30000,95
63000,臺北市旅館170號,金弘旅社,(02)25554038,103臺北市大同區南京西路316號4樓,14800,14800,19
63000,臺北市旅館172號,大欣大飯店,(02)25652155,104臺北市中山區中山北路二段27巷2-2號1-5樓 ,5500,6500,32
63000,臺北市旅館173號,新榮大旅社,(02)28812531,111臺北市士林區文林路116號,1200,1700,18
63000,臺北市旅館174號,旅居文旅中山館,(02)25117111,104臺北市中山區錦西街6號,3000,18000,70
63000,臺北市旅館177號,吉緻行旅天津館,(02)25365678、 0986-778400,104臺北市中山區天津街57號2至8樓 ,8800,12000,55
63000,臺北市旅館179號,東京國際飯店,(02)25643733,104臺北市中山區長春路39號2-6樓,3600,9000,43
63000,臺北市旅館180號,上賓大飯店,(02)25113232,104臺北市中山區錦州街23巷4號,1680,18800,50
63000,臺北市旅館182號,士林町旅店,(02)28813133,111臺北市士林區安平街26號1至4樓,1680,4200,10
63000,臺北市旅館183號,帝華旅社,(02)23118411,108臺北市萬華區桂林路89號11-12樓,1680,3080,32
63000,臺北市旅館185號,明日大飯店,(02)23755500,108臺北市萬華區成都路23號、27巷1號6至8樓,12880,16880,40
63000,臺北市旅館187號,立建賓館,(02)27691135,"105臺北市松山區八德路四段656,656-1號7-8樓",1100,9500,66
63000,臺北市旅館189號,華大HOTEL,(02)27635313,110臺北市信義區永吉路30巷150號1-7樓,1200,12000,24
63000,臺北市旅館193號,新驛旅店,(02)23148008,100臺北市中正區懷寧街7號,6000,11000,51
63000,臺北市旅館194號,台北星辰旅館,(02)23971377,100臺北市中正區金山南路一段80號1至7樓,2580,15000,52
63000,臺北市旅館195號,華冠商旅HOTEL,(02)23616076,"108臺北市萬華區西昌街137	、139號1-6樓",1100,1500,46
63000,臺北市旅館196號,嘉榮旅社,(02)25585887,103臺北市大同區太原路28巷11號2至4樓,1800,1800,15
63000,臺北市旅館197號,建山大旅社,(02)25520680,103臺北市大同區歸綏街182號2-4樓,3000,6000,13
63000,臺北市旅館198號,新驛旅店台北車站二館,(02)25555577,103臺北市大同區長安西路83號,9500,12500,50
63000,臺北市旅館207號,儷萊飯店(普亨萊大飯店),(02)23111440,100臺北市中正區中華路一段21號12樓,5000,12000,13
63000,臺北市旅館208號,台北馥敦飯店,(02)27138181,105臺北市松山區復興北路315號1-7樓,10000,70000,71
63000,臺北市旅館209號,仙渡莊旅社,(02)28913537,112臺北市北投區大度路三段304號,2000,3000,14
63000,臺北市旅館210號,美代溫泉飯店,(02)28912174,112臺北市北投區光明路281號1-3樓,2000,5600,20
63000,臺北市旅館211號,儷萊旅館,(02)23111440,"100臺北市中正區中華路一段21號4-5樓,8-11樓",3960,12000,78
63000,臺北市旅館213號,真珠賓館,(02)28127971,111臺北市士林區延平北路五段67號3樓,700,700,6
63000,臺北市旅館215號,在家行旅 ,(02)25413959,104臺北市中山區中山北路二段65巷2弄3號1-4樓     ,1000,6200,15
63000,臺北市旅館216號,葫蘆商旅,(02)28119395,111臺北市士林區重慶北路四段202號1-4樓、204號1樓,1000,9000,19
63000,臺北市旅館218號,上華旅館,(02)25911190,104臺北市中山區雙城街5號2樓至6樓,4000,22000,40
63000,臺北市旅館219號,背包棧旅店西門店,(02)89783666,108臺北市萬華區康定路25巷13號,4000,12000,19
63000,臺北市旅館221號,松林旅社,(02)23067122,108臺北市萬華區桂林路174號3至5樓及夾層、176號1至5樓及夾層,850,2600,31
63000,臺北市旅館222號,龍山旅社,(02)23064990,108臺北市萬華區西園路一段125巷13-1號1-3樓,2600,2600,14
63000,臺北市旅館225號,曲水會館,(02)28912151,112臺北市北投區溫泉路105號1-3樓,8000,19800,19
63000,臺北市旅館226號,玩行旅 大安分館,(02)87727862,106臺北市大安區大安路1段81號1-7樓、81之1號、81號2樓之1、3樓之1至之5、4樓之1至之5、5樓之1至之5、6樓之1至之5、7樓之1至之5,7380,10880,65
63000,臺北市旅館227號,美上美旅館,(02)23088105,108臺北市萬華區西園路一段168號11樓,1500,2000,9
63000,臺北市旅館229號,唐門客棧,(02)23963322,100臺北市中正區信義路二段33號2樓,2000,3000,28
63000,臺北市旅館230號,水美溫泉會館,(02)28983838,112臺北市北投區光明路224號,9000,50000,78
63000,臺北市旅館231號,力歐時尚旅館西門館,(02)23889855,"108臺北市萬華區康定路25巷36弄4,6號2-4樓",800,3000,17
63000,臺北市旅館233號,古山園旅社,(02)23067408,108臺北市萬華區華西街40巷16號,1000,2600,20
63000,臺北市旅館238號,銀座飯店,(02)25627733,104臺北市中山區林森北路289號4樓之1～3,1680,5680,15
63000,臺北市旅館240號,星美飯店,(02)28828080,111臺北市士林區前港街38-1、38-2,1900,20000,48
63000,臺北市旅館241號,瑪奇商務旅店,(02)29321000,116臺北市文山區景中街30巷6號3-4樓,2380,3280,26
63000,臺北市旅館242號,新仕商務旅店　　,(02)25627466,104臺北市中山區民生西路8號及附2-12樓,3000,15000,44
63000,臺北市旅館243號,富順大飯店,(02)25551016,103臺北市大同區南京西路177號,1600,3900,88
63000,臺北市旅館246號,豪贊旅店,(02)23702199,108臺北市萬華區昆明街34號2樓,10000,20000,14
63000,臺北市旅館247號,新月商旅,(02)25213301,104臺北市中山區新生北路一段122號1-7樓,2000,8000,42
63000,臺北市旅館248號,北城大飯店,(02)25017601,104臺北市中山區長春路279號B1-12樓,3200,3600,55
63000,臺北市旅館250號,洛碁大飯店新仕界,(02)23118863,108臺北市萬華區昆明街139號2樓、141號3至9樓、7樓之1至13、8樓之1至8,3000,18000,107
63000,臺北市旅館251號,雅莊旅館,(02)25075999,"104臺北市中山區民族東路438號B1至4樓,440號B1至5樓",2880,3080,37
63000,臺北市旅館252號,丹迪旅店-天津店,(02)25415788,104臺北市中山區中山北路一段135巷13號,10000,12000,30
63000,臺北市旅館253號,大新飯店,(02)25068866,104臺北市中山區長春路246號11-12樓,9800,11800,11
63000,臺北市旅館254號,密都大飯店,(02)25068866,104臺北市中山區長春路246號2-9樓,10800,16800,48
63000,臺北市旅館256號,麗之湯別館,(02)28910033,112臺北市北投區溫泉路銀光巷4-2號,6000,14000,40
63000,臺北市旅館257號,鴨川旅館,(02)25603965,104臺北市中山區中山北路二段65巷2弄60號1-6樓 ,2000,2000,20
63000,臺北市旅館258號,山樂溫泉,(02)28913388,112臺北市北投區泉源路1巷17號1-2樓,4600,15000,9
63000,臺北市旅館259號,山水樂會館,(02)28922665,112臺北市北投區中和街20巷6號,8600,15000,18
63000,臺北市旅館260號,雅柏精緻旅館,(02)27645858,105臺北市松山區南京東路五段319、321、323、325、327、329、331號,9200,11000,36
63000,臺北市旅館261號,燦路都飯店,(02)25973610,104臺北市中山區民權東路1段9號地下1樓、2-10樓,6000,10000,125
63000,臺北市旅館262號,瑞沂國際飯店,0911-141111,104臺北市中山區松江路95-1號5樓 ,1650,1650,10
63000,臺北市旅館263號,君帥旅館,(02)23718812,108臺北市萬華區成都路68號8-10樓,5000,8000,35
63000,臺北市旅館264號,函舍旅館,(02)23718812,108臺北市萬華區成都路68號4-5樓,9880,15880,19
63000,臺北市旅館267號,百悅旅社,(02)23881792,"108臺北市萬華區開封街2段42巷2號1-5樓,44-1號6-7樓",1380,2580,26
63000,臺北市旅館268號,長春精品旅館,(02)27188268,105臺北市松山區慶城街29號,3600,5200,86
63000,臺北市旅館270號,緒遠旅館,(02)25682005,104臺北市中山區錦州街20號3樓,980,1580,8
63000,臺北市旅館271號,貴族商務旅館,(02)28323388,"111臺北市士林區忠誠路二段21巷10,12號1至6樓",2280,5560,49
63000,臺北市旅館274號,悠趣旅店,(02)27752277,105臺北市松山區長安東路2段219號12樓,10000,15000,27
63000,臺北市旅館275號,台北馥華商旅,(02)25118896,104臺北市中山區一江街3號、3號2樓、2樓之1至之14、3號3樓、3樓之1至之14、3號4樓、4樓之1至之14、3號5樓、5樓之1至之14、3號6樓、6樓之1至之14、3號7樓、7樓之1至之14,9000,18000,90
63000,臺北市旅館277號,城市商旅-台北南西館,(02)25507722,103臺北市大同區南京西路169號,7500,20000,80
63000,臺北市旅館278號,芝山璞旅,(02)28332323,"111臺北市士林區福國路106號1樓,2-6樓之1至7",5800,15000,41
63000,臺北市旅館279號,香榭峇里賓館,(02)27114159,106臺北市大安區忠孝東路三段305號7樓,880,1890,9
63000,臺北市旅館280號,晴悅旅店,(02)25992211,104臺北市中山區新生北路三段10號2、3樓,3500,12000,19
63000,臺北市旅館283號,春天酒店,(02)28924546,112臺北市北投區幽雅路18號,11000,25000,81
63000,臺北市旅館286號,高雅賓館,(02)27388947,106臺北市大安區和平東路三段139號及139號2樓至7樓、141號及141號2樓至5樓,1680,5300,30
63000,臺北市旅館288號,富園國際商務飯店,(02)23887890,108臺北市萬華區中華路一段178號,4800,10000,45
63000,臺北市旅館290號,太平洋商旅,(02)87808000,"110臺北市信義區光復南路495號11樓之2及13,16,17,19樓",18000,30000,48
63000,臺北市旅館291號,情覓汽車旅館 ,(02)85020689、 0930-849622,104臺北市中山區植福路189號2樓 ,2200,7200,16
63000,臺北市旅館292號,百樂匯大飯店,(02)28928288,112臺北市北投區溫泉路99號1-4樓,2500,32800,33
63000,臺北市旅館293號,印石時尚旅館,(02)86617070,116臺北市文山區秀明路二段15號,4500,12000,50
63000,臺北市旅館295號,天閣酒店(台北林森),(02)25319999,104臺北市中山區中山北路一段83巷15號1樓至6樓,12000,20000,65
63000,臺北市旅館296號,喜瑞飯店,(02)25410077,104臺北市中山區長安東路一段64號B1-10樓,10500,19000,61
63000,臺北市旅館297號,貴都飯店,(02)23029345,108臺北市萬華區西藏路192-1號,10800,22800,69
63000,臺北市旅館298號,鳳凰閣旅社,(02)28912827,112臺北市北投區溫泉路106之1號,6000,12000,25
63000,臺北市旅館299號,萬事達旅店(中華店),(02)23820889,108臺北市萬華區中華路一段82號1-9樓,4800,10800,56
63000,臺北市旅館300號,皇家季節酒店1館,(02)25554288、 0982-995803,103臺北市大同區南京西路326號1樓、2樓、3樓、4樓、5樓，及8樓、9樓,3300,4300,48
63000,臺北市旅館301號,丹迪旅店-天母店,(02)28732222,111臺北市士林區中山北路六段728巷2號1-7樓,8000,10000,54
63000,臺北市旅館302號,馥麗精品旅館,(02)26586167,114臺北市內湖區內湖路1段325、327、327之1號1至5樓,2180,5700,28
63000,臺北市旅館303號,天閣酒店台北信義,(02)25288000,110臺北市信義區忠孝東路五段297號1-6樓,15000,15000,105
63000,臺北市旅館304號,伊倫商務旅館,(02)25076666,104臺北市中山區松江路123巷10號1-4樓,6000,8000,31
63000,臺北市旅館305號,茹曦酒店,(02)27198399,105臺北市松山區敦化北路100號,20790,41580,312
63000,臺北市旅館307號,太豪大飯店,(02)27195152,105臺北市松山區興安街137號1-6樓,8000,10000,38
63000,臺北市旅館308號,香城大飯店豪悅分店,(02)25177272,104臺北市中山區松江路93巷9號1至8樓及9號2、3、4、5樓之1至之7、6樓之1至之3、7樓之1、8樓之1及97巷18號,6400,8000,32
63000,臺北市旅館309號,溫拿旅館,(02)28213191,112臺北市北投區承德路7段380號1-5樓,1980,2500,28
63000,臺北市旅館310號,金來商旅,(02)23979399,"100臺北市中正區金山南路1段71號B1-7樓,71之1號2-7樓",15000,19000,48
63000,臺北市旅館311號,維多麗亞酒店,(02)85020007、 0983-033100,104臺北市中山區敬業四路168號,11550,23100,96
63000,臺北市旅館312號,友徠精品旅館,(02)26510101,115臺北市南港區重陽路57巷15號,2280,8200,26
63000,臺北市旅館315號,寶格利時尚旅館,(02)23821314,108臺北市萬華區中華路一段168號1-15樓,10800,11800,46
63000,臺北市旅館317號,多郎明哥旅館,(02)27001200,106臺北市大安區信義路三段73號,2580,12000,30
63000,臺北市旅館318號,大地酒店,(02)55518888,112臺北市北投區奇岩路1號,13800,60000,48
63000,臺北市旅館319號,華弘怡亨酒店,(02)27848888,106臺北市大安區敦化南路一段370號,12000,38000,68
63000,臺北市旅館320號,台北青年國際旅館,(02)23113201,100臺北市中正區許昌街19號1樓及4-10樓,2200,7200,99
63000,臺北市旅館321號,三二行館,(02)66117888,112臺北市北投區中山路32號,29800,29800,5
63000,臺北市旅館323號,神旺商務酒店,(02)25115185,"104臺北市中山區南京東路一段128號,2至13樓",13600,13600,81
63000,臺北市旅館324號,宏都金殿大飯店,(02)27556599,106臺北市大安區安和路2段100號2-9樓,5000,16000,32
63000,臺北市旅館325號,富逸旅趣-北車開封館,(02)23881788,100臺北市中正區開封街1段41號2-9樓,3800,25000,42
63000,臺北市旅館326號,采舍精品旅館,(02)25963969,104臺北市中山區農安街34號3樓及7樓,4800,6800,35
63000,臺北市旅館328號,東鑫商務旅館,(02)87736638,"106臺北市大安區忠孝東路四段209號11樓,11樓-1,-2,211號11樓,11樓-1",1780,9800,25
63000,臺北市旅館329號,小王子甜蜜旅店,(02)23820225,108臺北市萬華區漢中街42號9樓,10000,20000,9
63000,臺北市旅館331號,柔美商旅,(02)25031133,104臺北市中山區建國北路二段64巷9號,22000,28000,47
63000,臺北市旅館334號,皇家季節酒店2館,(02)25556488、 0982-995803,103臺北市大同區南京西路330號1至11樓,3500,9000,46
63000,臺北市旅館335號,新舍商旅-林森館,(02)77431000,104臺北市中山區林森北路477號,9900,16500,79
63000,臺北市旅館340號,宜津美侖大飯店,(02)55793888,"106臺北市大安區復興南路1段315號,317號,317號2樓",14000,56000,143
63000,臺北市旅館341號,璽愛旅店,(02)23880808,"100臺北市中正區忠孝西路一段72號3樓,3樓之1",10000,30000,39
63000,臺北市旅館342號,薇閣精品旅館,(02)85026000,104臺北市中山區敬業三路11號2-7樓,4700,16800,96
63000,臺北市旅館343號,正二旅館,(02)23708008,100臺北市中正區漢口街一段2號3-9樓,2000,20000,55
63000,臺北市旅館344號,同一大飯店,(02)25923977,104臺北市中山區農安街36號3-10樓　,9800,11800,95
63000,臺北市旅館345號,旅居文旅-西門驛站,(02)23880050,108臺北市萬華區西寧南路67號5-9樓,8000,18000,38
63000,臺北市旅館346號,沐蘭精品旅館,(02)85023397,104臺北市中山區堤頂大道2段460號,14500,14500,46
63000,臺北市旅館348號,捷絲旅西門町店,(02)23709000,100臺北市中正區中華路一段41號5-9樓,3200,10120,143
63000,臺北市旅館349號,探索汽車旅館南港館,(02)26537727,115臺北市南港區重陽路66號1至4樓,3980,19980,61
63000,臺北市旅館355號,家美瑞品 台北,(02)23581234,100臺北市中正區北平東路12號2至9樓,7500,24000,68
63000,臺北市旅館356號,臺北車站智選假日酒店,(02)25505799,103臺北市大同區重慶北路一段73號1樓至7樓,8800,12000,152
63000,臺北市旅館357號,豪爵旅館,(02)25942977,104臺北市中山區吉林路379巷20號1至7樓及20之1號2樓至7樓、德惠街170巷24號1樓,1780,6200,53
63000,臺北市旅館360號,鼎正國際商務旅館,(02)27780920,106臺北市大安區忠孝東路四段197號12樓、12樓之1、12樓之4、12樓之5、12樓之9,1000,8800,41
63000,臺北市旅館361號,西門大飯店西寧館,(02)23615205,108臺北市萬華區西寧南路36號10樓之3,11000,20000,22
63000,臺北市旅館362號,雀客藏居台北南港,(02)26512251,115臺北市南港區重陽路59號,22880,36080,105
63000,臺北市旅館364號,金都精緻溫泉飯店,(02)28911228,112臺北市北投區光明路240號1-6樓,10500,12800,31
63000,臺北市旅館365號,新驛旅店台北車站三館,(02)77327777,"103臺北市大同區長安西路77,79號1-7樓",9500,12500,66
63000,臺北市旅館366號,新驛旅店西門捷運店,(02)77252288,"100臺北市中正區衡陽路124號1、2、4、6、7樓,寶慶路63號",2200,13000,44
63000,臺北市旅館367號,立德北投溫泉飯店,(02)28973611,112臺北市北投區幽雅路11號B1-3樓,8500,14500,25
